Name,Style,Brewery,ABV,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Hunahpu's Imperial Stout,Stout - American Imperial,Cigar City Brewing,10.2,5,69,21,42,52,9,0,17,3,90,79
Black Tuesday,Stout - American Imperial,The Bruery,19.5,3,70,95,25,106,17,1,43,3,30,126
Miles Davis' Bitches Brew,Stout - American Imperial,Dogfish Head Brewery,9,22,76,14,53,82,33,4,29,33,17,111
Espresso Oak Aged Yeti Imperial Stout,Stout - American Imperial,Great Divide Brewing Company,9.5,5,103,20,78,51,5,0,6,39,14,141
Warlock,Stout - American Imperial,Southern Tier Brewing Company,8.6,3,50,13,20,37,1,2,68,9,52,76
Chocolate Oak Aged Yeti,Stout - American Imperial,Great Divide Brewing Company,9.5,15,138,25,66,98,5,0,11,39,48,137
Double Stout,Stout - American Imperial,Green Flash Brewing Co.,8.8,13,119,26,85,61,6,0,17,50,14,115
Abraxas,Stout - American Imperial,Perennial Artisan Ales,11.5,4,139,46,46,73,4,2,8,16,158,126
Beer Geek Brunch Weasel,Stout - American Imperial,Mikkeller ApS,10.9,11,109,23,93,92,15,1,28,19,19,174
Chocolate Rain,Stout - American Imperial,The Bruery,19.6,6,82,51,27,69,7,0,14,5,25,88
Brewer's Reserve Bourbon Barrel Stout,Stout - American Imperial,Central Waters Brewing Company,10.8,9,87,78,26,50,5,0,8,12,20,112
Dark Truth,Stout - American Imperial,Boulevard Brewing Co.,9.7,8,88,21,54,76,18,0,39,32,18,112
Big Bear Black Stout,Stout - American Imperial,Bear Republic Brewing Co.,8.1,11,73,20,64,54,13,0,19,49,8,98
Mokah,Stout - American Imperial,Southern Tier Brewing Company,10,5,108,17,70,87,2,0,1,18,8,126
Speedway Stout - Bourbon Barrel-Aged,Stout - American Imperial,AleSmith Brewing Company,12,10,68,63,60,70,12,0,11,16,12,147
Ten FIDY - Bourbon Barrel Aged,Stout - American Imperial,Oskar Blues Grill & Brew,12.5,3,101,88,52,80,2,0,7,15,30,142
Imperial Eclipse Stout - Elijah Craig (12 Year),Stout - American Imperial,FiftyFifty Brewing Co.,11.9,3,80,38,24,75,4,0,5,4,11,109
Speedway Stout - Vietnamese Coffee,Stout - American Imperial,AleSmith Brewing Company,12,7,141,20,114,55,4,0,3,21,18,174
Bourbon County Brand Vanilla Stout,Stout - American Imperial,Goose Island Beer Co.,14.9,7,111,68,33,74,3,1,4,16,79,133
Chocolate Stout,Stout - American,Rogue Ales,5.8,6,130,8,81,109,6,0,9,53,11,143
Obsidian Stout,Stout - American,Deschutes Brewery,6.4,9,72,23,95,72,12,0,13,67,6,132
Stout,Stout - American,Sierra Nevada Brewing Co.,5.8,8,88,9,75,37,9,0,4,62,5,108
Chicory Stout,Stout - American,Dogfish Head Brewery,5.2,13,73,14,84,50,10,0,11,37,21,104
Mean Old Tom,Stout - American,Maine Beer Company,6.5,9,91,10,49,55,6,0,6,24,39,85
Tres Blueberry Stout,Stout - American,Dark Horse Brewing Company,7.5,9,69,5,47,138,11,0,90,25,11,92
Aphrodisiaque,Stout - American,Brasserie Dieu Du Ciel,6.5,7,112,20,62,63,7,2,13,32,49,108
Out Of Bounds Stout,Stout - American,Avery Brewing Company,6.3,10,77,10,91,50,7,0,9,65,11,111
Black Mocha Stout,Stout - American,Highland Brewing,5,18,79,5,66,59,2,0,2,18,5,139
Fuel Cafe (Coffee Flavored Stout),Stout - American,"Lakefront Brewery, Inc.",6.4,23,91,11,98,33,7,0,1,19,10,147
Coffee Stout,Stout - American,New Glarus Brewing Company,5.75,15,83,11,95,47,14,0,10,23,7,139
Brewhouse Coffee Stout,Stout - American,Central Waters Brewing Company,7.4,14,111,14,121,72,6,0,10,32,13,192
Chocolate Stout,Stout - American,Harpoon Brewery,5.9,14,158,8,49,126,1,0,3,21,6,154
Cocoa Loco,Stout - American,Arcadia Brewing Company,7,5,154,27,71,111,23,0,33,26,14,169
Bison Organic Chocolate Stout,Stout - American,Bison Brewing,5,9,91,12,53,60,9,0,10,18,4,105
Rise Up Coffee Stout,Stout - American,Evolution Craft Brewing Company,6.7,13,72,9,114,32,4,0,1,28,8,146
Captain Stout,Stout - American,Alpine Beer Company,6,20,79,6,62,59,9,0,9,31,9,114
Luna Coffee Stout,Stout - American,Hinterland Brewery Restaurant,5.6,5,65,4,84,17,3,0,0,20,2,93
Blue Bridge Coffee Stout,Stout - American,Coronado Brewing Company,5.4,14,71,7,91,28,6,0,5,15,3,126
Valdez,Stout - American,Pisgah Brewing Co.,6.2,18,86,12,130,57,11,1,3,27,10,173
CEO Stout,Stout - American,Right Brain Brewery,5.5,6,78,5,75,44,6,0,3,7,7,128
Irish Channel StoutNew Orleans Lager & Ale Brewing Company (NOLA),Stout - American,New Orleans Lager & Ale Brewing Company (NOLA),6.8,12,76,14,64,51,1,0,2,40,5,122
"Survival ""7-Grain"" Stout",Stout - American,Hopworks Urban Brewery,5.3,21,71,8,88,32,12,0,7,18,19,175
Crème Brûlée Java Stout,Stout - American,Kuhnhenn Brewing Company,5.8,5,99,13,105,78,9,2,2,22,35,134
Black Phoenix (Chipotle Coffee Ale),Stout - American,Bootlegger's Brewery,6.7,8,80,31,83,58,5,0,5,16,116,127
Java The Stout,Stout - American,Jackie O's Pub & Brewery,6.5,13,95,6,110,53,13,0,1,28,14,174
Hickory Stick Stout,Stout - American,Olde Hickory Brewery,5.8,11,77,12,82,46,14,1,13,45,10,97
Planet Bean,Stout - American,Spring House Brewing Company,7,24,105,9,133,46,9,0,8,16,5,173
Naked Fish,Stout - American,DuClaw Brewing Company,4.6,13,89,10,53,139,21,0,74,12,4,114
Heart Of Darkness,Stout - English,Magic Hat Brewing Company,5.7,15,101,6,52,72,13,1,18,40,2,99
Scottish Stout,Stout - English,Belhaven Brewery Company Ltd.,7,10,67,8,43,41,10,1,7,20,3,78
Dragonhead Stout,Stout - English,Orkney Brewery,4,21,105,23,91,76,16,2,21,50,46,144
Monk's Stout Dupont,Stout - English,Brasserie Dupont sprl,5.2,24,70,9,54,62,39,0,35,24,29,98
Echigo Stout,Stout - English,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,7,7,100,8,51,75,5,0,12,20,10,106
Double Stout,Stout - English,Hook Norton Brewery Co. Ltd.,4.8,24,104,8,64,56,4,1,15,29,15,126
Dorothy Goodbody's Wholesome Stout,Stout - English,Wye Valley Brewery,4.6,21,108,8,90,53,14,2,9,38,15,127
Strike Out Stout,Stout - English,Cooperstown Brewing Company,4.6,20,99,14,54,74,11,1,9,25,3,123
Bad King John,Stout - English,Ridgeway Brewing,6,11,63,9,67,62,15,0,19,48,8,96
Rosie Parks Oyster Stout,Stout - English,Fordham Brewing Company,5,5,26,2,8,14,4,9,2,5,0,24
Hopback Entire Stout,Stout - English,Hop Back Brewery plc,4.5,20,92,13,63,46,18,0,13,41,8,115
Double Stout (2012- ),Stout - English,Shepherd Neame Ltd,5.2,21,102,6,81,59,11,0,10,48,11,129
Blackheart Stout,Stout - English,"Middle Ages Brewing Co., Ltd.",6.6,21,115,14,63,49,7,0,2,19,19,140
March Of The Penguins,Stout - English,Williams Brothers Brewing Company,4.9,11,72,3,52,35,18,0,21,29,13,83
Maple Stout,Stout - English,Cannery Brewing Company,5.5,4,83,7,52,202,6,0,14,18,18,211
Boréale Noire,Stout - English,Brasseurs Du Nord Inc.,5.5,12,76,11,51,49,12,1,7,17,15,93
London Stout,Stout - English,Meantime Brewing Company Limited,4.5,18,89,9,89,61,10,0,13,32,19,125
Dark Arts,Stout - English,Magic Rock Brewing,6,15,101,7,113,58,16,1,25,55,18,131
Extra StoutSamuel Smith Old Brewery (Tadcaster),Stout - English,Samuel Smith Old Brewery (Tadcaster),4.5,18,111,10,50,48,5,0,5,23,12,99
Bonecrusher Stout,Stout - English,Schmohz Brewing Company,6.4,17,93,3,77,45,12,0,13,45,10,115
Martello Stout,Stout - English,Garrison Brewing Company,4.8,10,83,6,87,48,4,0,3,30,12,139
Woody Stout,Stout - English,Lost Rhino Brewing Company,6.8,11,59,57,40,39,7,0,6,15,21,108
Pemaquid Oyster Stout,Stout - English,Marshall Wharf Brewing Company / Three Tides Restaurant,6.1,5,45,1,25,34,0,6,1,14,8,67
McCallum's Stout,Stout - English,Belhaven Brewery Company Ltd.,4.1,3,24,2,11,44,4,0,6,12,5,39
Potro,Stout - English,Cervecera Mexicana S.A. De C.V.,4.7,9,68,6,31,65,54,3,42,9,15,78
Black Creek Stout,Stout - English,Black Creek Historic Brewery,5,15,94,5,50,67,9,1,4,16,10,143
Black,Stout - English,Lancaster Brewery Company Ltd,4.6,14,71,5,68,43,7,1,11,31,10,107
Titanic Stout,Stout - English,Titanic Brewery,4.5,18,92,7,64,46,19,0,17,40,9,86
Guinness Foreign Extra Stout,Stout - Foreign / Export,Guinness Ltd.,7.5,20,120,27,99,97,24,0,35,50,16,154
Lion Stout,Stout - Foreign / Export,Ceylon / Lion Brewery Limited,8.8,4,81,22,46,73,10,0,11,12,7,104
Indra Kunindra,Stout - Foreign / Export,Ballast Point Brewing Company,7,8,40,17,21,20,35,0,71,13,169,38
Fade To Black - Volume 1,Stout - Foreign / Export,Left Hand Brewing Company,8.5,20,70,18,104,42,9,1,12,57,44,129
Best Extra Stout,Stout - Foreign / Export,Coopers Brewery Limited,6.3,5,65,22,75,47,16,0,23,43,10,98
Lump Of Coal Dark Holiday Stout,Stout - Foreign / Export,Ridgeway Brewing,8,10,67,19,51,53,15,0,25,23,5,74
Extra Export Stout,Stout - Foreign / Export,Brouwerij De Dolle Brouwers,9,10,63,20,45,82,40,0,44,14,11,94
Zonker Stout,Stout - Foreign / Export,Snake River Brewing Company & Brewpub,6,17,109,11,80,68,13,0,9,38,14,141
Dragon Stout,Stout - Foreign / Export,Desnoes & Geddes Limited,7.5,5,59,30,49,101,17,0,41,19,5,69
Tsunami Stout,Stout - Foreign / Export,Pelican Pub & Brewery,7,17,84,9,52,61,12,0,16,28,7,97
Malpais Stout,Stout - Foreign / Export,La Cumbre Brewing Co.,7.5,12,95,12,61,57,3,4,4,26,11,136
Exit 1 Bayshore Oyster Stout.,Stout - Foreign / Export,Flying Fish Brewing Company,7.5,32,112,12,63,90,14,18,18,34,12,130
Captain Swain's Extra Stout,Stout - Foreign / Export,Cisco Brewers Inc.,8,22,106,22,125,71,15,0,21,100,22,124
Dissent,Stout - Foreign / Export,Steel Toe Brewing,7,12,118,9,104,70,9,0,6,53,11,162
San Quentin's Breakout Stout,Stout - Foreign / Export,Marin Brewing Company,7,15,87,17,63,56,9,0,8,23,9,129
Foreign Style Stout,Stout - Foreign / Export,Upslope Brewing Company,6.9,24,98,18,65,79,25,0,28,17,9,117
Export Stout London 1890,Stout - Foreign / Export,The Kernel Brewery,7.4,13,88,12,91,49,6,0,8,45,20,120
Cazeau Tournay Noire,Stout - Foreign / Export,Brasserie De Cazeau,7.6,27,96,32,82,109,27,0,48,42,22,134
Square Tail Stout,Stout - Foreign / Export,Moat Mountain Smoke House & Brewing Co.,5.8,12,100,6,63,47,9,0,11,24,23,112
Foreign Export Stout,Stout - Foreign / Export,Ridgeway Brewing,8,20,115,24,68,105,31,0,50,33,19,138
Hakim Stout,Stout - Foreign / Export,Harar Beer Factory,5.5,3,52,11,31,63,21,0,27,13,4,82
Oesterstout,Stout - Foreign / Export,Scheldebrouwerij,8.5,19,86,21,45,64,22,12,25,29,7,90
Black Magic Stout,Stout - Foreign / Export,Oggi's Pizza & Brewing Co.,7.6,15,93,15,78,55,8,0,8,30,6,130
Hot Blooded Foreign Stout,Stout - Foreign / Export,Cigar City Brewing,7,14,93,13,61,52,8,0,3,23,19,111
Extra Stout,Stout - Foreign / Export,Zero Gravity Craft Brewery / American Flatbread,5.9,19,97,2,60,74,14,0,17,35,13,129
Extra Stout,Stout - Foreign / Export,Jopen Bier BV Haarlem,5.5,22,90,14,82,66,23,1,18,43,7,113
Jamaica Stout,Stout - Foreign / Export,Big City Brewing CO LTD,7.6,16,110,37,70,109,44,0,48,28,17,122
Black Rock Stout,Stout - Foreign / Export,Crossroads Brewing Company,7.3,23,90,8,64,53,9,0,13,26,3,108
Bulls Bay Oyster Stout,Stout - Foreign / Export,COAST Brewing Company,5.8,10,79,8,35,45,3,18,4,16,8,90
Strong Back Stout,Stout - Foreign / Export,Bahamian Brewery Beverage & Co. Ltd.,7.6,3,52,10,31,30,2,0,2,17,3,67
Guinness Foreign Extra Stout (Africa),Stout - Foreign / Export,Guinness Nigeria PLC,7.5,12,93,27,75,117,50,0,48,38,8,111
Foreign Export Stout,Stout - Foreign / Export,Kuhnhenn Brewing Company,7,10,46,5,41,32,11,0,6,9,4,64
Cascade Stout,Stout - Foreign / Export,Cascade Brewery Company Ltd.,5.8,16,105,8,77,55,11,0,3,34,6,109
Tsingtao Stout,Stout - Foreign / Export,"Tsingtao Brewery Co., Ltd.",7.5,6,34,11,38,22,7,3,10,17,10,47
Starkweather Stout,Stout - Foreign / Export,Liberty Street Brewing Company,6.3,13,51,5,36,31,6,1,7,18,10,55
Ceres Royal Stout (Ceres Extra Strong Stout)Ceres Brewery (Royal Unibrew),Stout - Foreign / Export,Ceres Brewery (Royal Unibrew),7.7,18,77,28,56,67,13,0,16,27,4,100
Guinness Draught,Stout - Irish Dry,Guinness Ltd.,4.2,12,52,5,30,13,3,0,6,18,1,36
Guinness Extra Stout (Original),Stout - Irish Dry,Guinness Ltd.,5.6,29,80,12,59,50,15,0,9,34,4,96
Murphy's Irish Stout,Stout - Irish Dry,Murphy Brewery Ireland Limited,4,15,98,9,36,38,5,0,3,18,4,76
Old #38 Stout,Stout - Irish Dry,North Coast Brewing Co.,5.4,21,74,10,54,49,6,0,8,35,13,94
O'Hara's Irish Stout,Stout - Irish Dry,Carlow Brewing Company,4.3,21,73,6,76,39,8,0,9,43,6,115
Black Sun Stout,Stout - Irish Dry,Three Floyds Brewing Co. & Brewpub,6.5,27,93,8,97,65,24,0,31,88,7,113
Beamish Irish Stout,Stout - Irish Dry,Beamish & Crawford Plc.,4.1,23,62,3,31,17,3,0,1,14,6,51
Black Hawk Stout,Stout - Irish Dry,Mendocino Brewing Company,5.2,16,95,8,51,58,11,0,15,23,9,97
Dry Irish Stout,Stout - Irish Dry,Brooklyn Brewery,4.7,32,69,2,40,33,14,0,6,24,1,78
Love Stout,Stout - Irish Dry,Yards Brewing Co.,5.5,8,94,6,62,47,6,2,3,26,6,104
Blue Fin Stout,Stout - Irish Dry,Shipyard Brewing Co.,4.7,18,90,8,98,56,13,0,11,57,6,134
Guinness Draught Extra Cold,Stout - Irish Dry,Guinness Ltd.,4.2,14,84,8,51,24,1,1,1,24,0,87
Donnybrook Stout,Stout - Irish Dry,Victory Brewing Company,3.7,19,94,5,39,24,3,0,2,22,7,63
Dark Starr Stout,Stout - Irish Dry,Starr Hill Brewery,4.2,18,77,16,68,45,2,1,6,17,6,125
O.V.L. Stout,Stout - Irish Dry,Russian River Brewing Company,4.4,16,77,2,44,29,8,0,1,22,3,84
Oyster Stout,Stout - Irish Dry,The Porterhouse Brewing Company,5.2,17,84,14,51,68,6,14,12,39,10,107
Black Fly Stout,Stout - Irish Dry,Gritty McDuff's Brewing Company,4.1,26,89,10,61,28,11,0,3,37,11,103
Dragoon's Irish Dry Stout,Stout - Irish Dry,Moylan's Brewery,4.3,41,105,6,52,56,10,0,9,22,4,121
Dry Stout,Stout - Irish Dry,Boulevard Brewing Co.,4.9,28,78,3,64,30,5,0,3,29,17,93
Guinness Extra Stout (Canada),Stout - Irish Dry,Guinness Ltd.,5,20,75,7,70,65,23,0,19,53,2,102
Black Cab,Stout - Irish Dry,Fuller Smith & Turner PLC,4.5,19,80,11,59,46,6,0,12,36,8,100
Uncle Steve's Irish Stout,Stout - Irish Dry,Short's Brewing Company,5.8,19,100,8,77,44,5,0,2,24,17,122
Wrasslers XXXX Stout,Stout - Irish Dry,The Porterhouse Brewing Company,5,36,87,19,86,54,13,2,13,56,22,123
Cobblestone Stout,Stout - Irish Dry,Mill Street Brew Pub,4.2,15,85,6,43,40,7,0,5,21,20,78
O'Reilly's Irish Stout,Stout - Irish Dry,Sly Fox Brewing Company,3.6,23,92,2,56,30,2,0,0,31,7,63
Saranac Irish Stout,Stout - Irish Dry,Matt Brewing Company,5.5,43,84,8,68,55,7,0,7,49,8,101
Stouterik (The Brussels Stout),Stout - Irish Dry,Brasserie de la Senne,4.5,22,65,7,63,59,15,0,21,40,12,89
Portsmouth Black Cat Stout,Stout - Irish Dry,Portsmouth Brewery,5.5,30,128,8,68,58,7,0,8,29,12,104
O'Hara's Leann Folláin,Stout - Irish Dry,Carlow Brewing Company,6,27,108,11,94,71,9,0,4,65,28,144
Three Feet Deep,Stout - Irish Dry,Furthermore Beer,5.5,33,73,7,46,34,13,0,4,22,61,87
Plain Porter,Stout - Irish Dry,The Porterhouse Brewing Company,5,23,78,8,56,42,10,0,9,35,8,98
Hillsborough River Dry Irish Stout (Patio Tools),Stout - Irish Dry,Cigar City Brewing,5.5,30,106,4,54,40,1,0,3,24,23,99
Susquehanna Stout,Stout - Irish Dry,Appalachian Brewing Company,5,12,87,7,65,45,4,0,2,24,17,116
Irish Style Stout,Stout - Irish Dry,Sprecher Brewing Company,5.73,16,90,7,51,54,16,0,17,21,10,96
La Sang-d'encre,Stout - Irish Dry,Le Trou Du Diable,5.5,40,77,10,83,60,20,0,21,54,45,132
Celebration Stout,Stout - Irish Dry,The Porterhouse Brewing Company,6.5,20,106,26,71,85,22,0,38,49,20,115
Black Magic Stout,Stout - Irish Dry,Empire Brewing Company,4.8,43,100,7,76,52,10,1,16,44,12,114
Patio Tools,Stout - Irish Dry,Cigar City Brewing,5,7,26,1,9,14,0,0,0,0,3,27
Friend Of An Irishman Stout,Stout - Irish Dry,Christian Moerlein Brewing Company,4.7,33,58,15,66,33,11,0,9,22,10,84
Guinness Original,Stout - Irish Dry,Guinness Ltd.,5,16,65,6,45,32,7,0,4,26,4,66
Ring Of Dingle,Stout - Irish Dry,Sun King Brewing Company,4.8,17,51,1,35,31,6,0,6,14,14,76
Revelation Stout,Stout - Irish Dry,Public House Brewing Company,5,29,90,10,43,47,0,0,0,27,10,100
Breakfast Stout,Stout - Oatmeal,Founders Brewing Company,8.3,11,96,23,95,62,1,0,3,22,12,165
Oatmeal StoutSamuel Smith Old Brewery (Tadcaster),Stout - Oatmeal,Samuel Smith Old Brewery (Tadcaster),5,8,95,8,50,90,12,0,32,42,14,123
Wake-n-Bake Coffee Oatmeal Imperial Stout,Stout - Oatmeal,Terrapin Beer Company,9.4,13,107,23,114,78,10,0,10,47,21,209
Shakespeare Oatmeal Stout,Stout - Oatmeal,Rogue Ales,5.8,15,111,9,78,65,11,0,14,49,16,152
Velvet Merkin,Stout - Oatmeal,Firestone Walker Brewing Co.,7.8,2,120,56,19,74,4,0,11,2,31,176
Beer Geek Breakfast,Stout - Oatmeal,Mikkeller ApS,7.5,10,87,13,107,62,16,0,25,38,16,138
Barney Flats Oatmeal Stout,Stout - Oatmeal,Anderson Valley Brewing Company,5.8,12,57,8,46,56,14,0,22,18,4,121
The Poet,Stout - Oatmeal,New Holland Brewing Company,5.2,11,89,7,49,55,5,0,3,12,7,112
Java Head Stout,Stout - Oatmeal,Tröegs Brewing Company,7.5,2,67,12,101,28,9,0,13,32,1,115
B.O.R.I.S. Oatmeal Imperial Stout - Barrel-Aged,Stout - Oatmeal,Hoppin' Frog Brewery,9.4,4,110,66,53,66,9,0,19,39,21,129
Oatmeal Stout,Stout - Oatmeal,Breckenridge Brewery,4.95,18,102,6,75,56,6,1,7,39,9,151
St-Ambroise Oatmeal Stout,Stout - Oatmeal,McAuslan Brewing,5,10,72,21,55,54,9,0,16,34,3,132
Oatmeal Stout,Stout - Oatmeal,Founders Brewing Company,4.5,9,103,6,39,50,7,1,3,26,5,130
8 Ball Stout,Stout - Oatmeal,Lost Coast Brewery and Cafe,6.3,14,64,1,42,43,11,0,11,19,4,94
One Oatmeal Stout,Stout - Oatmeal,Dark Horse Brewing Company,7,10,89,10,59,40,3,0,5,23,12,118
Dragonstooth Stout,Stout - Oatmeal,Elysian Brewing Company,8.1,8,132,24,105,60,17,0,18,52,10,171
Ipswich Oatmeal Stout,Stout - Oatmeal,Ipswich Ale Brewery,7,7,125,5,77,75,2,0,8,48,7,160
Trader Joe's Stockyard Oatmeal Stout,Stout - Oatmeal,Trader Joe's Brewing Company,5.2,8,81,6,58,51,2,0,8,24,3,148
Oatis,Stout - Oatmeal,Ninkasi Brewing Company,7,12,96,10,67,61,10,0,18,38,15,142
Earl Coffee Oatmeal Stout,Stout - Oatmeal,Hill Farmstead Brewery,7.2,15,145,18,150,85,14,0,17,86,20,216
Vanilla Oatis,Stout - Oatmeal,Ninkasi Brewing Company,7,12,90,22,55,53,2,0,0,30,51,129
Beer Geek Bacon,Stout - Oatmeal,Mikkeller ApS,7.5,13,57,15,84,32,11,3,10,25,102,111
Oatmeal Stout,Stout - Oatmeal,Goose Island Beer Co.,5.4,13,108,7,67,68,2,1,8,19,6,132
Buffalo Bill's Blueberry Oatmeal Stout,Stout - Oatmeal,Buffalo Bill's Brewery,7.5,8,67,19,59,122,17,2,87,52,6,128
Obovoid,Stout - Oatmeal,Boulder Beer / Wilderness Pub,8,7,97,21,41,84,14,0,18,24,23,119
Convict Hill Oatmeal Stout,Stout - Oatmeal,Independence Brewing Co.,8,4,71,10,42,36,4,0,8,24,4,93
Ohio City Oatmeal Stout,Stout - Oatmeal,Great Lakes Brewing Company,5.4,14,82,2,40,40,3,0,3,24,3,134
Coffee Oatmeal Stout,Stout - Oatmeal,Good People Brewing Company,6,15,83,4,129,43,11,0,10,50,4,151
Stout,Stout - Oatmeal,Alaskan Brewing Co.,5.7,8,100,11,63,81,12,1,16,33,11,159
Oatmeal Stout,Stout - Oatmeal,Summit Brewing Company,4.7,8,93,1,44,29,0,0,0,24,6,100
Overcast Espresso Stout,Stout - Oatmeal,Oakshire Brewing,5.8,15,99,10,74,41,5,0,5,13,9,156
Dark Star,Stout - Oatmeal,Fremont Brewing Company,8,16,105,6,90,78,6,1,9,44,11,150
Down 'N Dirty Chocolate Oatmeal Stout,Stout - Oatmeal,Tyranena Brewing Company,6.3,20,175,22,104,113,12,2,6,67,21,239
Old Rasputin,Stout - Russian Imperial,North Coast Brewing Co.,9,11,87,18,68,49,9,0,17,23,11,102
Parabola,Stout - Russian Imperial,Firestone Walker Brewing Co.,13,7,74,66,33,62,6,0,18,11,20,105
Black Chocolate Stout,Stout - Russian Imperial,Brooklyn Brewery,10,12,107,34,45,82,7,0,6,30,10,111
Narwhal Imperial Stout,Stout - Russian Imperial,Sierra Nevada Brewing Co.,10.2,3,69,18,73,57,16,0,25,25,15,118
Dark Lord Imperial Stout,Stout - Russian Imperial,Three Floyds Brewing Co. & Brewpub,15,5,85,24,48,102,16,0,26,5,27,110
Darkness,Stout - Russian Imperial,Surly Brewing Company,12,13,122,30,107,118,31,0,80,74,30,163
Plead The 5th Imperial Stout,Stout - Russian Imperial,Dark Horse Brewing Company,11,2,75,28,54,71,10,0,19,18,8,112
Imperial StoutSamuel Smith Old Brewery (Tadcaster),Stout - Russian Imperial,Samuel Smith Old Brewery (Tadcaster),7,11,92,25,54,112,30,2,61,31,15,119
Blackout Stout,Stout - Russian Imperial,Great Lakes Brewing Company,9.9,6,82,20,63,54,12,0,12,36,4,89
Bourbon Barrel Aged Plead The 5th,Stout - Russian Imperial,Dark Horse Brewing Company,12,7,88,49,45,70,11,0,17,19,32,117
Marshal Zhukov's Imperial Stout,Stout - Russian Imperial,Cigar City Brewing,11.8,9,137,23,105,115,15,0,41,55,19,168
B.O.R.I.S. The Crusher,Stout - Russian Imperial,Hoppin' Frog Brewery,9.4,6,134,30,68,114,22,1,36,27,15,155
Black OPS,Stout - Russian Imperial,Brooklyn Brewery,11.6,5,85,80,29,67,15,0,30,16,24,120
Imperial Stout,Stout - Russian Imperial,Lagunitas Brewing Company,9.9,4,80,14,70,56,8,0,14,34,25,94
Siberian Night Imperial Stout,Stout - Russian Imperial,Thirsty Dog Brewing Company,9.7,10,106,23,77,77,6,0,13,47,16,119
Blackout Stout - Barrel-Aged,Stout - Russian Imperial,Great Lakes Brewing Company,9.5,4,72,44,17,51,11,0,8,3,18,78
Black Albert,Stout - Russian Imperial,De Struise Brouwers,13,10,116,38,73,102,27,1,63,39,19,123
Blaecorn Unidragon,Stout - Russian Imperial,Clown Shoes,11.5,5,87,19,96,49,5,0,10,64,29,112
Samuel Adams Imperial StoutBoston Beer Company (Samuel Adams),Stout - Russian Imperial,Boston Beer Company (Samuel Adams),9.2,11,101,35,67,82,21,0,28,22,20,139
Peg Leg Imperial Stout,Stout - Russian Imperial,Heavy Seas Beer,8,12,75,11,69,54,6,0,10,42,6,99
Sexual Chocolate,Stout - Russian Imperial,Foothills Brewing Company,9.75,6,113,16,79,89,18,2,30,30,14,141
D.O.R.I.S. The Destroyer,Stout - Russian Imperial,Hoppin' Frog Brewery,10.5,8,101,39,58,80,16,0,32,23,20,113
Imperial Stout Trooper,Stout - Russian Imperial,New England Brewing Co.,8.5,9,115,20,39,68,11,0,26,15,13,111
Imperial Stout,Stout - Russian Imperial,Rogue Ales,11,18,144,37,127,82,16,1,24,102,25,164
Sexual Chocolate - Barrel-Aged,Stout - Russian Imperial,Foothills Brewing Company,9.6,3,115,63,35,77,5,1,11,11,9,146
Smuttynose Imperial Stout (Big Beer Series),Stout - Russian Imperial,Smuttynose Brewing Company,10.5,7,95,13,92,69,12,0,23,63,7,114
Bourbon Barrel Aged Siberian Night Imperial Stout,Stout - Russian Imperial,Thirsty Dog Brewing Company,10.9,10,147,102,50,97,11,0,40,12,45,190
Dark Apparition,Stout - Russian Imperial,Jackie O's Pub & Brewery,10.5,11,86,34,65,87,10,0,24,26,15,148
Wake Up Dead,Stout - Russian Imperial,Left Hand Brewing Company,10.2,7,104,22,54,66,12,0,22,22,15,90
Northwind,Stout - Russian Imperial,Two Brothers Brewing Company,9.1,6,76,15,47,63,16,0,35,36,12,98
BBADL (Bourbon Barrel Aged Dark Lord Imperial Stout),Stout - Russian Imperial,Three Floyds Brewing Co. & Brewpub,15,2,66,53,15,78,8,0,15,2,12,85
Black Metal Farmhouse Imperial Stout,Stout - Russian Imperial,Jester King Craft Brewery,9.1,13,73,20,43,62,95,2,40,17,10,95
Imperial Stout,Stout - Russian Imperial,Nøgne Ø - Det Kompromissløse Bryggeri A/S,9,11,94,19,77,77,11,1,27,27,14,126
Rabid Duck,Stout - Russian Imperial,The Duck-Rabbit Craft Brewery,10,10,126,28,103,73,3,0,13,55,13,127
Ivan The Terrible Imperial Stout - Barrel-Aged,Stout - Russian Imperial,Big Sky Brewing Company,11.6,16,83,88,55,71,16,0,38,43,33,153
Milk Stout,Stout - Sweet / Milk,Left Hand Brewing Company,6,7,110,7,48,56,14,0,4,28,4,95
Samuel Adams Cream StoutBoston Beer Company (Samuel Adams),Stout - Sweet / Milk,Boston Beer Company (Samuel Adams),4.9,6,89,5,58,55,9,1,5,21,4,86
Moo-Hoo Chocolate Milk Stout,Stout - Sweet / Milk,Terrapin Beer Company,6.1,9,153,8,70,84,9,1,3,56,11,128
2XSTOUT,Stout - Sweet / Milk,Southern Tier Brewing Company,7.5,11,89,13,35,62,10,0,7,17,7,86
Milk Stout,Stout - Sweet / Milk,The Duck-Rabbit Craft Brewery,5.7,12,89,8,45,51,28,0,2,19,2,88
Moloko,Stout - Sweet / Milk,Three Floyds Brewing Co. & Brewpub,8,5,124,9,66,90,20,0,14,38,13,117
Gingerbread Stout,Stout - Sweet / Milk,Hardywood Park Craft Brewery,9.2,5,107,27,22,71,15,2,10,6,127,124
